Acc,Pre,Rec,f1_score
0.396125,0.1397004664866192,0.30010548523206754,0.1906517004523371
0.482375,0.3037709497206704,0.5315682281059063,0.38660939120130355
0.56975,0.4361187118501368,0.7308641975308642,0.5462694437121013
0.48475,0.2861128997638978,0.6261155472052606,0.3927519151443724
0.467625,0.3345166005429108,0.5991024682124159,0.42931796864531685
0.48575,0.32655077044646386,0.7010178117048346,0.44555256064690035
0.357875,0.2117143413115392,0.500459981600736,0.2975523041159579
0.575,0.3849957007738607,0.7686695278969957,0.51303351475222
0.446375,0.18426818580192814,0.5436328377504848,0.2752413680248732
0.512,0.3346186803770351,0.6618644067796611,0.44450768355150827
0.53875,0.3965921192758253,0.6848105921294594,0.5022929592662531
0.588,0.4230040025279124,0.7828460038986355,0.5492341356673961
0.5535,0.37254395036194415,0.5572312451662801,0.44654477843198015
0.562,0.27491921451652995,0.6532782043709392,0.3869839048285515
0.506625,0.2988606485539001,0.6461392704879204,0.408689138576779
0.649625,0.4663449939686369,0.7658478605388273,0.5796971060128955
0.57925,0.477627471383975,0.7283402094573151,0.5769230769230769
0.44325,0.2930118512464242,0.5906095551894563,0.3916962578530456
0.470625,0.22924710424710426,0.4771471622300352,0.3096984515077425
0.502375,0.3102325581395349,0.5679012345679012,0.4012633478718604
